home,win,score,participates,isParticipatedBy
1,1,122,1361,14
1,1,102,1362,2
1,1,130,1363,13
1,1,96,1364,8
1,1,128,1365,14
1,1,130,1366,29
1,1,84,1367,10
1,1,84,1368,18
1,1,120,1369,22
1,1,111,1370,12
1,1,82,1371,25
1,1,102,1372,18
1,1,100,1373,16
1,1,103,1374,19
1,1,100,1375,25
1,1,117,1376,21
1,1,113,1377,2
1,1,106,1378,9
1,1,123,1379,26
1,1,126,1380,25
1,1,126,1381,29
1,1,111,1382,24
1,1,93,1383,25
1,1,111,1384,23
1,1,110,1385,28
1,1,124,1386,13
1,1,91,1387,1
1,1,121,1388,24
1,1,87,1389,3
1,1,92,1390,1
1,1,129,1391,30
1,1,80,1392,26
1,1,84,1393,16
1,1,86,1394,9
1,1,119,1395,8
1,1,128,1396,21
1,1,118,1397,30
1,1,102,1398,11
1,1,108,1399,14
1,1,92,1400,17
1,1,87,1401,17
1,1,98,1402,8
1,1,123,1403,23
1,1,91,1404,18
1,1,128,1405,12
1,1,109,1406,29
1,1,117,1407,28
1,1,87,1408,10
1,1,81,1409,21
1,1,84,1410,7
1,1,98,1411,4
1,1,91,1412,20
1,1,127,1413,6
1,1,104,1414,12
1,1,104,1415,12
1,1,128,1416,11
1,1,83,1417,27
1,1,93,1418,28
1,1,116,1419,19
1,1,87,1420,19
1,1,120,1421,3
1,1,115,1422,30
1,1,89,1423,18
1,1,88,1424,25
1,1,115,1425,24
1,1,114,1426,27
1,1,120,1427,22
1,1,120,1428,6
1,1,117,1429,16
1,1,125,1430,27
1,1,95,1431,9
1,1,94,1432,28
1,1,108,1433,30
1,1,110,1434,13
1,1,111,1435,22
1,1,130,1436,1
1,1,122,1437,16
1,1,86,1438,10
1,1,98,1439,27
1,1,88,1440,11
1,1,92,1441,14
1,1,109,1442,4
1,1,84,1443,12
1,1,110,1444,15
1,1,93,1445,25
1,1,106,1446,19
1,1,100,1447,1
1,1,105,1448,1
1,1,85,1449,7
1,1,130,1450,16
1,1,124,1451,16
1,1,94,1452,5
1,1,126,1453,19
1,1,86,1454,16
1,1,115,1455,13
1,1,99,1456,26
1,1,97,1457,14
1,1,85,1458,2
1,1,85,1459,7
1,1,112,1460,6
1,1,96,1461,1
1,1,88,1462,16
1,1,96,1463,11
1,1,85,1464,26
1,1,82,1465,7
1,1,99,1466,8
1,1,81,1467,29
1,1,123,1468,18
1,1,118,1469,24
1,1,82,1470,2
1,1,95,1471,30
1,1,117,1472,14
1,1,105,1473,17
1,1,110,1474,25
1,1,124,1475,18
1,1,96,1476,18
1,1,95,1477,16
1,1,87,1478,16
1,1,128,1479,7
1,1,119,1480,14
1,1,97,1481,29
1,1,116,1482,28
1,1,98,1483,29
1,1,81,1484,17
1,1,82,1485,22
1,1,93,1486,25
1,1,129,1487,4
1,1,119,1488,12
1,1,84,1489,5
1,1,128,1490,9
1,1,107,1491,26
1,1,129,1492,26
1,1,111,1493,3
1,1,107,1494,5
1,1,117,1495,16
1,1,102,1496,21
1,1,107,1497,26
1,1,108,1498,22
1,1,102,1499,6
1,1,129,1500,9
1,1,93,1501,23
1,1,86,1502,13
1,1,86,1503,1
1,1,102,1504,25
1,1,99,1505,15
1,1,94,1506,21
1,1,82,1507,18
1,1,115,1508,6
1,1,127,1509,7
1,1,108,1510,17
1,1,120,1511,2
1,1,86,1512,18
1,1,105,1513,6
1,1,118,1514,3
1,1,86,1515,9
1,1,106,1516,12
1,1,98,1517,5
1,1,81,1518,19
1,1,115,1519,27
1,1,106,1520,2
1,1,118,1521,11
1,1,82,1522,15
1,1,99,1523,9
1,1,126,1524,30
1,1,128,1525,26
1,1,130,1526,21
1,1,121,1527,29
1,1,93,1528,4
1,1,124,1529,5
1,1,109,1530,2
1,1,130,1531,26
1,1,91,1532,6
1,1,100,1533,13
1,1,88,1534,2
1,1,90,1535,12
1,1,127,1536,24
1,1,109,1537,14
1,1,81,1538,23
1,1,118,1539,15
1,1,84,1540,13
1,1,121,1541,24
1,1,90,1542,2
1,1,107,1543,4
1,1,101,1544,12
1,1,125,1545,10
1,1,119,1546,14
1,1,120,1547,2
1,1,125,1548,25
1,1,117,1549,7
1,1,125,1550,24
1,1,96,1551,9
1,1,103,1552,5
1,1,121,1553,25
1,1,87,1554,9
1,1,85,1555,19
1,1,117,1556,20
1,1,88,1557,4
1,1,124,1558,29
1,1,97,1559,20
1,1,85,1560,12
1,1,94,1561,18
1,1,97,1562,13
1,1,95,1563,2
1,1,97,1564,26
1,1,99,1565,14
1,1,98,1566,2
1,1,97,1567,2
1,1,92,1568,8
1,1,100,1569,14
1,1,122,1570,26
1,1,91,1571,3
1,1,115,1572,20
1,1,111,1573,21
1,1,102,1574,5
1,1,101,1575,30
1,1,86,1576,4
1,1,103,1577,26
1,1,100,1578,2
1,1,123,1579,28
1,1,96,1580,5
1,1,130,1581,23
1,1,114,1582,17
1,1,96,1583,30
1,1,91,1584,25
1,1,126,1585,22
1,1,88,1586,27
1,1,106,1587,7
1,1,86,1588,24
1,1,111,1589,15
1,1,92,1590,6
1,1,116,1591,22
1,1,114,1592,5
1,1,119,1593,16
1,1,88,1594,6
1,1,108,1595,5
1,1,90,1596,7
1,1,130,1597,3
1,1,88,1598,14
1,1,117,1599,14
1,1,109,1600,17
1,1,83,1601,5
1,1,86,1602,10
1,1,93,1603,29
1,1,83,1604,22
1,1,100,1605,23
1,1,121,1606,23
1,1,128,1607,21
1,1,88,1608,16
1,1,106,1609,25
1,1,102,1610,2
1,1,113,1611,25
1,1,101,1612,1
1,1,95,1613,14
1,1,106,1614,29
1,1,80,1615,29
1,1,94,1616,9
1,1,114,1617,27
1,1,121,1618,22
1,1,85,1619,25
1,1,108,1620,22
1,1,118,1621,29
1,1,125,1622,20
1,1,126,1623,7
1,1,86,1624,6
1,1,95,1625,11
1,1,107,1626,24
1,1,80,1627,30
1,1,95,1628,29
1,1,126,1629,24
1,1,128,1630,2
1,1,105,1631,18
1,1,99,1632,6
1,1,129,1633,23
1,1,88,1634,23
1,1,89,1635,12
1,1,91,1636,9
1,1,90,1637,27
1,1,127,1638,15
1,1,96,1639,7
1,1,98,1640,14
1,1,99,1641,5
1,1,86,1642,11
1,1,90,1643,25
1,1,87,1644,19
1,1,103,1645,10
1,1,113,1646,29
1,1,125,1647,7
1,1,94,1648,15
1,1,129,1649,9
1,1,103,1650,21
1,1,100,1651,23
1,1,90,1652,16
1,1,84,1653,2
1,1,100,1654,21
1,1,87,1655,28
1,1,87,1656,17
1,1,123,1657,18
1,1,120,1658,11
1,1,87,1659,16
1,1,109,1660,21
1,1,128,1661,11
1,1,92,1662,15
1,1,128,1663,1
1,1,117,1664,3
1,1,128,1665,2
1,1,129,1666,30
1,1,96,1667,9
1,1,96,1668,12
1,1,102,1669,15
1,1,85,1670,28
1,1,128,1671,10
1,1,97,1672,27
1,1,123,1673,15
1,1,127,1674,20
1,1,121,1675,1
1,1,94,1676,26
1,1,108,1677,25
1,1,115,1678,3
1,1,102,1679,1
1,1,118,1680,24
1,1,95,1681,29
1,1,97,1682,2
1,1,84,1683,16
1,1,91,1684,14
1,1,115,1685,30
1,1,117,1686,13
1,1,85,1687,27
1,1,110,1688,30
1,1,87,1689,2
1,1,94,1690,29
1,1,96,1691,11
1,1,104,1692,19
1,1,104,1693,25
1,1,96,1694,21
1,1,83,1695,11
1,1,87,1696,25
1,1,130,1697,5
1,1,101,1698,19
1,1,96,1699,1
1,1,90,1700,2
1,1,101,1701,6
1,1,90,1702,17
1,1,89,1703,9
1,1,116,1704,27
1,1,124,1705,5
1,1,124,1706,24
1,1,87,1707,11
1,1,96,1708,27
1,1,93,1709,13
1,1,89,1710,20
1,1,129,1711,27
1,1,121,1712,22
1,1,101,1713,3
1,1,116,1714,23
1,1,100,1715,29
1,1,87,1716,29
1,1,124,1717,20
1,1,87,1718,9
1,1,99,1719,12
1,1,117,1720,13
1,1,98,1721,17
1,1,126,1722,8
1,1,104,1723,19
1,1,90,1724,23
1,1,96,1725,1
1,1,80,1726,1
1,1,100,1727,19
1,1,98,1728,25
1,1,105,1729,30
1,1,103,1730,27
1,1,98,1731,23
1,1,103,1732,10
1,1,82,1733,8
1,1,127,1734,22
1,1,123,1735,15
1,1,116,1736,24
1,1,94,1737,28
1,1,92,1738,2
1,1,98,1739,26
1,1,109,1740,25
1,1,84,1741,20
1,1,117,1742,17
1,1,108,1743,12
1,1,129,1744,28
1,1,113,1745,3
1,1,118,1746,16
1,1,104,1747,21
1,1,86,1748,29
1,1,86,1749,11
1,1,127,1750,2
1,1,82,1751,30
1,1,117,1752,7
1,1,128,1753,11
1,1,85,1754,7
1,1,126,1755,24
1,1,81,1756,17
1,1,128,1757,23
1,1,105,1758,30
1,1,123,1759,26
1,1,109,1760,1
1,1,97,1761,23
1,1,124,1762,15
1,1,93,1763,22
1,1,93,1764,3
1,1,110,1765,21
1,1,120,1766,30
1,1,93,1767,8
1,1,112,1768,22
1,1,124,1769,28
1,1,101,1770,29
1,1,117,1771,24
1,1,104,1772,27
1,1,108,1773,11
1,1,101,1774,27
1,1,87,1775,8
1,1,111,1776,24
1,1,121,1777,13
1,1,122,1778,25
1,1,122,1779,23
1,1,116,1780,4
1,1,80,1781,22
1,1,128,1782,25
1,1,89,1783,15
1,1,113,1784,6
1,1,87,1785,23
1,1,117,1786,5
1,1,110,1787,17
1,1,121,1788,28
1,1,104,1789,3
1,1,104,1790,11
1,1,110,1791,14
1,1,109,1792,16
1,1,103,1793,16
1,1,104,1794,21
1,1,111,1795,30
1,1,112,1796,17
1,1,126,1797,23
1,1,98,1798,21
1,1,100,1799,10
1,1,86,1800,22
1,1,89,1801,19
1,1,120,1802,14
1,1,114,1803,1
1,1,95,1804,20
1,1,107,1805,30
1,1,99,1806,14
1,1,87,1807,1
1,1,90,1808,25
1,1,106,1809,23
1,1,126,1810,20
1,1,120,1811,23
1,1,118,1812,20
1,1,81,1813,2
1,1,98,1814,29
1,1,118,1815,10
1,1,97,1816,12
1,1,94,1817,19
1,1,129,1818,18
1,1,113,1819,9
1,1,110,1820,15
1,1,81,1821,6
1,1,80,1822,22
1,1,98,1823,21
1,1,130,1824,3
1,1,106,1825,2
1,1,93,1826,21
1,1,90,1827,20
1,1,125,1828,24
1,1,85,1829,13
1,1,96,1830,29
1,1,97,1831,27
1,1,119,1832,21
1,1,93,1833,23
1,1,114,1834,12
1,1,96,1835,25
1,1,87,1836,12
1,1,96,1837,8
1,1,125,1838,27
1,1,109,1839,13
1,1,110,1840,29
1,1,125,1841,18
1,1,80,1842,17
1,1,130,1843,13
1,1,84,1844,16
1,1,94,1845,21
1,1,83,1846,15
1,1,93,1847,20
1,1,105,1848,26
1,1,109,1849,16
1,1,121,1850,15
1,1,112,1851,12
1,1,82,1852,7
1,1,105,1853,12
1,1,118,1854,10
1,1,116,1855,2
1,1,113,1856,29
1,1,93,1857,15
1,1,99,1858,6
1,1,112,1859,12
1,1,123,1860,15
1,1,108,1861,2
1,1,129,1862,11
1,1,124,1863,3
1,1,111,1864,3
1,1,127,1865,7
1,1,128,1866,1
1,1,129,1867,22
1,1,96,1868,18
1,1,89,1869,24
1,1,111,1870,21
1,1,106,1871,4
1,1,81,1872,14
1,1,87,1873,6
1,1,88,1874,11
1,1,105,1875,17
1,1,119,1876,6
1,1,84,1877,5
1,1,105,1878,17
1,1,83,1879,20
1,1,113,1880,7
1,1,88,1881,2
1,1,94,1882,23
1,1,129,1883,24
1,1,122,1884,23
1,1,90,1885,8
1,1,111,1886,13
1,1,87,1887,3
1,1,112,1888,3
1,1,121,1889,29
1,1,124,1890,14
1,1,119,1891,6
1,1,88,1892,2
1,1,92,1893,25
1,1,115,1894,4
1,1,127,1895,8
1,1,83,1896,30
1,1,128,1897,13
1,1,117,1898,3
1,1,105,1899,6
1,1,90,1900,23
1,1,124,1901,23
1,1,115,1902,11
1,1,92,1903,8
1,1,101,1904,14
1,1,87,1905,26
1,1,122,1906,10
1,1,122,1907,2
1,1,117,1908,22
1,1,112,1909,12
1,1,121,1910,15
1,1,94,1911,10
1,1,122,1912,8
1,1,82,1913,29
1,1,105,1914,5
1,1,97,1915,28
1,1,105,1916,30
1,1,129,1917,15
1,1,108,1918,1
1,1,112,1919,5
1,1,96,1920,24
1,1,88,1921,29
1,1,80,1922,11
1,1,94,1923,20
1,1,109,1924,12
1,1,112,1925,7
1,1,87,1926,13
1,1,97,1927,5
1,1,80,1928,25
1,1,87,1929,17
1,1,89,1930,7
1,1,96,1931,1
1,1,89,1932,15
1,1,94,1933,28
1,1,124,1934,5
1,1,107,1935,29
1,1,108,1936,10
1,1,81,1937,23
1,1,112,1938,4
1,1,83,1939,9
1,1,111,1940,3
1,1,91,1941,1
1,1,86,1942,14
1,1,101,1943,4
1,1,120,1944,25
1,1,114,1945,18
1,1,125,1946,2
1,1,106,1947,22
1,1,109,1948,30
1,1,123,1949,3
1,1,94,1950,19
1,1,97,1951,3
1,1,119,1952,10
1,1,126,1953,16
1,1,119,1954,21
1,1,103,1955,21
1,1,99,1956,23
1,1,93,1957,22
1,1,118,1958,2
1,1,122,1959,1
1,1,100,1960,12
1,1,99,1961,3
1,1,117,1962,11
1,1,108,1963,23
1,1,105,1964,25
1,1,112,1965,10
1,1,94,1966,13
1,1,81,1967,26
1,1,111,1968,2
1,1,104,1969,5
1,1,130,1970,1
1,1,128,1971,17
1,1,126,1972,30
1,1,117,1973,29
1,1,104,1974,11
1,1,100,1975,13
1,1,103,1976,23
1,1,105,1977,11
1,1,120,1978,22
1,1,118,1979,14
1,1,114,1980,9
1,1,130,1981,10
1,1,121,1982,7
1,1,80,1983,3
1,1,92,1984,23
1,1,94,1985,24
1,1,111,1986,11
1,1,114,1987,8
1,1,91,1988,2
1,1,120,1989,16
1,1,80,1990,22
1,1,118,1991,30
1,1,87,1992,12
1,1,83,1993,2
1,1,80,1994,13
1,1,127,1995,15
1,1,87,1996,1
1,1,109,1997,25
1,1,99,1998,20
1,1,87,1999,18
1,1,127,2000,24
1,1,114,2001,28
1,1,130,2002,6
1,1,85,2003,5
1,1,80,2004,8
1,1,91,2005,10
1,1,95,2006,7
1,1,81,2007,12
1,1,85,2008,26
1,1,114,2009,3
1,1,111,2010,9
1,1,84,2011,25
1,1,112,2012,15
1,1,84,2013,25
1,1,112,2014,10
1,1,118,2015,7
1,1,86,2016,5
1,1,84,2017,28
1,1,104,2018,24
1,1,91,2019,7
1,1,121,2020,5
1,1,113,2021,1
1,1,91,2022,11
1,1,109,2023,6
1,1,87,2024,17
1,1,125,2025,23
1,1,84,2026,8
1,1,110,2027,8
1,1,108,2028,24
1,1,91,2029,1
1,1,99,2030,25
1,1,98,2031,20
1,1,119,2032,7
1,1,107,2033,15
1,1,100,2034,30
1,1,112,2035,14
1,1,122,2036,13
1,1,123,2037,23
1,1,126,2038,4
1,1,123,2039,12
1,1,92,2040,3
1,1,91,2041,20
1,1,91,2042,19
1,1,114,2043,6
1,1,102,2044,26
1,1,114,2045,21
1,1,117,2046,25
1,1,117,2047,5
1,1,102,2048,18
1,1,98,2049,15
1,1,107,2050,13
1,1,85,2051,9
1,1,103,2052,10
1,1,99,2053,20
1,1,109,2054,25
1,1,107,2055,9
1,1,116,2056,24
1,1,117,2057,13
1,1,122,2058,6
1,1,94,2059,25
1,1,123,2060,5
1,1,105,2061,18
1,1,102,2062,11
1,1,119,2063,11
1,1,112,2064,15
1,1,121,2065,21
1,1,95,2066,15
1,1,104,2067,8
1,1,98,2068,13
1,1,111,2069,16
1,1,80,2070,14
1,1,97,2071,2
1,1,125,2072,19
1,1,121,2073,8
1,1,125,2074,23
1,1,99,2075,2
1,1,126,2076,30
1,1,126,2077,6
1,1,100,2078,26
1,1,92,2079,27
1,1,109,2080,1
1,1,97,2081,26
1,1,117,2082,7
1,1,114,2083,27
1,1,102,2084,13
1,1,105,2085,28
1,1,97,2086,22
1,1,81,2087,25
1,1,105,2088,25
1,1,127,2089,2
1,1,120,2090,30
1,1,105,2091,13
1,1,105,2092,11
1,1,102,2093,8
1,1,117,2094,2
1,1,98,2095,28
1,1,102,2096,3
1,1,108,2097,28
1,1,129,2098,12
1,1,91,2099,4
1,1,121,2100,23
1,1,93,2101,15
1,1,111,2102,19
1,1,81,2103,29
1,1,116,2104,23
1,1,117,2105,7
1,1,81,2106,8
1,1,88,2107,20
1,1,114,2108,3
1,1,111,2109,9
1,1,122,2110,4
1,1,112,2111,2
1,1,109,2112,7
1,1,82,2113,16
1,1,119,2114,12
1,1,109,2115,11
1,1,103,2116,14
1,1,103,2117,15
1,1,94,2118,26
1,1,90,2119,3
1,1,90,2120,5
1,1,91,2121,7
1,1,130,2122,11
1,1,102,2123,14
1,1,117,2124,13
1,1,122,2125,25
1,1,115,2126,13
1,1,87,2127,4
1,1,107,2128,3
1,1,103,2129,25
1,1,98,2130,30
1,1,105,2131,26
1,1,113,2132,22
1,1,91,2133,19
1,1,122,2134,25
1,1,80,2135,13
1,1,98,2136,16
1,1,114,2137,7
1,1,101,2138,17
1,1,92,2139,20
1,1,80,2140,19
1,1,103,2141,27
1,1,111,2142,10
1,1,91,2143,29
1,1,114,2144,17
1,1,128,2145,13
1,1,84,2146,25
1,1,100,2147,7
1,1,80,2148,13
1,1,100,2149,18
1,1,119,2150,14
1,1,98,2151,26
1,1,114,2152,9
1,1,94,2153,25
1,1,102,2154,28
1,1,127,2155,2
1,1,114,2156,11
1,1,112,2157,2
1,1,95,2158,23
1,1,86,2159,29
1,1,85,2160,1
1,1,106,2161,16
1,1,103,2162,25
1,1,102,2163,27
1,1,107,2164,7
1,1,119,2165,19
1,1,116,2166,10
1,1,100,2167,9
1,1,107,2168,30
1,1,87,2169,22
1,1,115,2170,1
1,1,82,2171,8
1,1,129,2172,29
1,1,99,2173,13
1,1,87,2174,15
1,1,89,2175,13
1,1,129,2176,2
1,1,86,2177,4
1,1,85,2178,8
1,1,124,2179,20
1,1,121,2180,16
1,1,88,2181,7
1,1,113,2182,30
1,1,126,2183,23
1,1,112,2184,11
1,1,123,2185,7
1,1,127,2186,13
1,1,118,2187,30
1,1,98,2188,11
1,1,111,2189,14
1,1,92,2190,9
1,1,116,2191,21
1,1,120,2192,28
1,1,90,2193,19
1,1,80,2194,16
1,1,122,2195,27
1,1,110,2196,26
1,1,114,2197,23
1,1,86,2198,2
1,1,104,2199,8
1,1,89,2200,4
1,1,126,2201,28
1,1,128,2202,2
1,1,102,2203,15
1,1,117,2204,22
1,1,109,2205,16
1,1,110,2206,27
1,1,91,2207,2
1,1,87,2208,29
1,1,123,2209,15
1,1,90,2210,10
1,1,124,2211,25
1,1,118,2212,19
1,1,126,2213,30
1,1,130,2214,27
1,1,115,2215,3
1,1,117,2216,5
1,1,98,2217,9
1,1,111,2218,7
1,1,103,2219,27
1,1,93,2220,24
1,1,81,2221,4
1,1,98,2222,6
1,1,87,2223,14
1,1,127,2224,13
1,1,86,2225,10
1,1,118,2226,7
1,1,91,2227,30
1,1,99,2228,17
1,1,103,2229,17
1,1,92,2230,5
1,1,103,2231,16
1,1,109,2232,24
1,1,91,2233,30
1,1,126,2234,27
1,1,115,2235,27
1,1,130,2236,9
1,1,85,2237,25
1,1,110,2238,28
1,1,120,2239,16
1,1,102,2240,11
1,1,97,2241,8
1,1,120,2242,15
1,1,114,2243,19
1,1,107,2244,8
1,1,81,2245,17
1,1,97,2246,14
1,1,102,2247,5
1,1,92,2248,19
1,1,106,2249,5
1,1,113,2250,28
1,1,110,2251,10
1,1,116,2252,1
1,1,101,2253,23
1,1,82,2254,6
1,1,108,2255,14
1,1,89,2256,6
1,1,102,2257,2
1,1,90,2258,7
1,1,121,2259,6
1,1,98,2260,7
1,1,124,2261,11
1,1,125,2262,29
1,1,81,2263,14
1,1,123,2264,28
1,1,104,2265,21
1,1,130,2266,10
1,1,91,2267,3
1,1,126,2268,8
1,1,113,2269,15
1,1,130,2270,17
1,1,93,2271,2
1,1,90,2272,3
1,1,97,2273,25
1,1,90,2274,29
1,1,106,2275,29
1,1,80,2276,17
1,1,115,2277,20
1,1,96,2278,29
1,1,130,2279,8
1,1,98,2280,19
1,1,105,2281,1
1,1,86,2282,3
1,1,126,2283,30
1,1,98,2284,27
1,1,86,2285,21
1,1,122,2286,9
1,1,116,2287,26
1,1,99,2288,16
1,1,120,2289,6
1,1,90,2290,4
1,1,111,2291,15
1,1,127,2292,28
1,1,92,2293,9
1,1,109,2294,28
1,1,103,2295,4
1,1,106,2296,16
1,1,81,2297,17
1,1,95,2298,20
1,1,119,2299,14
1,1,129,2300,10
1,1,91,2301,26
1,1,99,2302,26
1,1,103,2303,14
1,1,82,2304,22
1,1,128,2305,15
1,1,119,2306,16
1,1,105,2307,13
1,1,117,2308,18
1,1,86,2309,6
1,1,114,2310,29
1,1,116,2311,29
1,1,126,2312,29
1,1,129,2313,5
1,1,114,2314,15
1,1,84,2315,13
1,1,123,2316,30
1,1,118,2317,26
1,1,128,2318,30
1,1,102,2319,5
1,1,98,2320,25
1,1,80,2321,27
1,1,81,2322,25
1,1,101,2323,25
1,1,116,2324,5
1,1,92,2325,24
1,1,104,2326,29
1,1,122,2327,21
1,1,124,2328,8
1,1,92,2329,16
1,1,121,2330,26
1,1,103,2331,4
1,1,85,2332,12
1,1,103,2333,11
1,1,130,2334,24
1,1,129,2335,15
1,1,89,2336,20
1,1,83,2337,1
1,1,125,2338,28
1,1,85,2339,24
1,1,130,2340,9
1,1,87,2341,2
1,1,120,2342,19
1,1,102,2343,1
1,1,128,2344,4
1,1,89,2345,12
1,1,103,2346,8
1,1,94,2347,2
1,1,80,2348,27
1,1,92,2349,12
1,1,112,2350,12
1,1,112,2351,1
1,1,100,2352,5
1,1,129,2353,6
1,1,91,2354,10
1,1,83,2355,26
1,1,93,2356,6
1,1,129,2357,24
1,1,80,2358,16
1,1,103,2359,23
1,1,104,2360,22
1,1,108,2361,2
1,1,103,2362,3
1,1,91,2363,21
1,1,116,2364,25
1,1,109,2365,12
1,1,111,2366,26
1,1,106,2367,3
1,1,113,2368,1
1,1,114,2369,9
1,1,92,2370,10
1,1,104,2371,15
1,1,129,2372,17
1,1,107,2373,21
1,1,117,2374,7
1,1,111,2375,9
1,1,122,2376,21
1,1,80,2377,21
1,1,114,2378,12
1,1,129,2379,26
1,1,91,2380,20
1,1,118,2381,25
1,1,81,2382,1
1,1,83,2383,26
1,1,80,2384,5
1,1,125,2385,13
1,1,126,2386,1
1,1,125,2387,10
1,1,97,2388,30
1,1,94,2389,7
1,1,123,2390,15
1,1,122,2391,29
1,1,115,2392,21
1,1,114,2393,2
1,1,116,2394,17
1,1,90,2395,30
1,1,87,2396,26
1,1,113,2397,19
1,1,89,2398,15
1,1,103,2399,29
1,1,108,2400,10
1,1,101,2401,2
1,1,113,2402,1
1,1,120,2403,12
1,1,98,2404,16
1,1,96,2405,5
1,1,99,2406,18
1,1,123,2407,11
1,1,127,2408,6
1,1,128,2409,3
1,1,99,2410,5
1,1,110,2411,6
1,1,81,2412,1
1,1,89,2413,20
1,1,122,2414,14
1,1,125,2415,4
1,1,117,2416,12
1,1,81,2417,5
1,1,127,2418,2
1,1,125,2419,26
1,1,87,2420,20
1,1,101,2421,7
1,1,95,2422,19
1,1,98,2423,15
1,1,130,2424,20
1,1,130,2425,14
1,1,92,2426,27
1,1,91,2427,3
1,1,100,2428,13
1,1,126,2429,27
1,1,83,2430,10
1,1,115,2431,25
1,1,115,2432,17
1,1,91,2433,28
1,1,108,2434,16
1,1,83,2435,4
1,1,118,2436,25
1,1,115,2437,4
1,1,119,2438,24
1,1,123,2439,16
1,1,108,2440,12
1,1,99,2441,12
1,1,84,2442,28
1,1,118,2443,5
1,1,130,2444,12
1,1,108,2445,15
1,1,91,2446,14
1,1,84,2447,26
1,1,98,2448,20
1,1,122,2449,22
1,1,109,2450,8
1,1,128,2451,21
1,1,81,2452,30
1,1,126,2453,24
1,1,97,2454,18
1,1,96,2455,27
1,1,126,2456,22
1,1,93,2457,11
1,1,84,2458,3
1,1,119,2459,23
1,1,125,2460,20
1,1,82,2461,29
1,1,124,2462,30
1,1,101,2463,25
1,1,82,2464,1
1,1,102,2465,30
1,1,118,2466,29
1,1,89,2467,29
1,1,114,2468,28
1,1,124,2469,6
1,1,125,2470,23
1,1,98,2471,16
1,1,102,2472,28
1,1,105,2473,14
1,1,117,2474,7
1,1,107,2475,20
1,1,120,2476,7
1,1,113,2477,27
1,1,102,2478,4
1,1,126,2479,20
1,1,88,2480,4
1,1,100,2481,28
1,1,122,2482,5
1,1,108,2483,17
1,1,102,2484,21
1,1,120,2485,6
1,1,91,2486,14
1,1,115,2487,24
1,1,91,2488,30
1,1,107,2489,14
1,1,112,2490,27
1,1,115,2491,8
1,1,95,2492,25
1,1,84,2493,28
1,1,112,2494,16
1,1,112,2495,21
1,1,90,2496,22
1,1,123,2497,5
1,1,130,2498,18
1,1,87,2499,14
1,1,106,2500,8
1,1,99,2501,17
1,1,98,2502,5
1,1,84,2503,10
1,1,81,2504,21
1,1,104,2505,13
1,1,98,2506,12
1,1,105,2507,5
1,1,83,2508,22
1,1,130,2509,20
1,1,103,2510,1
1,1,97,2511,1
1,1,121,2512,11
1,1,90,2513,29
1,1,80,2514,16
1,1,129,2515,28
1,1,121,2516,10
1,1,96,2517,14
1,1,90,2518,23
1,1,98,2519,11
1,1,101,2520,7
1,1,90,2521,25
1,1,91,2522,5
1,1,86,2523,18
1,1,117,2524,20
1,1,128,2525,26
1,1,96,2526,26
1,1,89,2527,4
1,1,119,2528,28
1,1,114,2529,11
1,1,114,2530,28
1,1,102,2531,22
1,1,89,2532,10
1,1,130,2533,9
1,1,91,2534,4
1,1,113,2535,11
1,1,96,2536,28
1,1,94,2537,1
1,1,92,2538,28
1,1,102,2539,4
1,1,128,2540,25
1,1,93,2541,29
1,1,125,2542,15
1,1,101,2543,28
1,1,116,2544,9
1,1,107,2545,16
1,1,112,2546,29
1,1,98,2547,15
1,1,109,2548,25
1,1,86,2549,18
1,1,127,2550,21
1,1,108,2551,6
1,1,126,2552,1
1,1,109,2553,14
1,1,106,2554,7
1,1,125,2555,10
1,1,104,2556,14
1,1,81,2557,24
1,1,102,2558,4
1,1,107,2559,21
1,1,109,2560,16
1,1,106,2561,25
1,1,104,2562,9
1,1,105,2563,28
1,1,121,2564,4
1,1,84,2565,10
1,1,85,2566,24
1,1,105,2567,30
1,1,104,2568,24
1,1,107,2569,1
1,1,126,2570,10
1,1,101,2571,26
1,1,90,2572,1
1,1,120,2573,29
1,1,118,2574,18
1,1,120,2575,29
1,1,90,2576,29
1,1,91,2577,23
1,1,103,2578,28
1,1,82,2579,22
1,1,125,2580,5
1,1,106,2581,3
1,1,130,2582,21
1,1,129,2583,16
1,1,111,2584,22
1,1,84,2585,21
1,1,113,2586,14
1,1,130,2587,16
1,1,113,2588,27
1,1,93,2589,2
1,1,107,2590,6
1,1,116,2591,9
1,1,85,2592,18
1,1,101,2593,11
1,1,92,2594,21
1,1,104,2595,12
1,1,121,2596,12
1,1,83,2597,23
1,1,100,2598,6
1,1,108,2599,6
1,1,104,2600,15
1,1,122,2601,24
1,1,82,2602,18
1,1,104,2603,3
1,1,109,2604,1
1,1,109,2605,19
1,1,82,2606,17
1,1,119,2607,11
1,1,84,2608,5
1,1,111,2609,26
1,1,98,2610,27
1,1,123,2611,1
1,1,129,2612,3
1,1,81,2613,8
1,1,116,2614,9
1,1,85,2615,30
1,1,123,2616,19
1,1,84,2617,28
1,1,92,2618,30
1,1,96,2619,19
1,1,94,2620,9
1,1,117,2621,15
1,1,82,2622,22
1,1,117,2623,9
1,1,86,2624,2
1,1,106,2625,25
1,1,98,2626,2
1,1,102,2627,25
1,1,113,2628,29
1,1,116,2629,23
1,1,110,2630,9
1,1,96,2631,2
