minutes,starter,plays,isPlayedBy
27,1,1176,67
3,1,1177,326
24,0,1178,380
9,0,1179,197
13,1,1180,290
23,0,1181,29
17,1,1182,477
2,0,1183,107
39,0,1184,344
18,0,1185,223
47,0,1186,427
14,0,1187,446
27,0,1188,94
26,0,1189,377
22,1,1190,422
40,1,1191,202
15,1,1192,493
38,1,1193,459
4,0,1194,115
30,1,1195,321
46,1,1196,340
30,0,1197,259
17,1,1198,424
42,1,1199,132
11,1,1200,151
36,1,1201,84
14,0,1202,305
44,0,1203,260
28,1,1204,395
28,0,1205,492
10,1,1206,305
4,1,1207,520
1,1,1208,132
20,1,1209,137
29,0,1210,266
36,0,1211,187
18,0,1212,286
36,1,1213,439
39,1,1214,114
34,0,1215,260
30,0,1216,356
31,0,1217,426
32,0,1218,143
7,1,1219,128
47,0,1220,8
44,0,1221,349
35,0,1222,124
13,0,1223,515
25,0,1224,522
42,0,1225,364
20,0,1226,375
39,1,1227,169
26,1,1228,37
43,1,1229,378
5,1,1230,316
12,0,1231,132
32,1,1232,292
18,0,1233,291
27,1,1234,456
13,0,1235,513
17,0,1236,243
5,1,1237,200
38,0,1239,66
44,1,1240,253
45,0,1241,59
36,1,1242,53
10,0,1243,410
43,0,1244,366
34,0,1245,416
33,0,1246,396
11,0,1247,138
13,0,1248,423
3,1,1249,333
14,1,1250,226
19,1,1251,139
28,1,1252,134
22,0,1253,71
44,1,1254,200
26,1,1255,53
5,1,1256,225
10,0,1257,30
40,1,1258,418
28,0,1259,115
16,0,1260,398
14,1,1261,444
45,1,1262,216
24,1,1263,438
19,0,1264,496
6,1,1265,423
35,1,1266,318
41,0,1267,405
8,1,1268,307
1,1,1269,99
0,0,1270,324
20,1,1271,411
6,1,1272,489
30,1,1273,269
21,1,1274,476
19,0,1275,261
16,1,1276,176
34,0,1277,410
9,1,1278,40
47,0,1279,352
45,1,1280,36
43,0,1281,400
22,0,1282,370
38,1,1283,145
2,0,1284,248
0,1,1285,406
38,1,1286,293
28,0,1287,518
14,0,1288,42
9,1,1289,501
21,0,1290,101
36,0,1291,289
17,1,1292,1
25,0,1293,469
22,1,1294,215
31,0,1295,7
37,0,1296,90
25,1,1298,186
17,1,1299,447
47,1,1300,182
46,1,1301,266
3,0,1302,320
2,0,1303,250
48,1,1304,175
42,1,1305,5
37,1,1306,484
14,0,1307,269
0,1,1308,270
32,1,1309,524
43,0,1310,99
17,0,1311,362
16,0,1312,356
33,0,1313,43
31,1,1314,127
37,1,1315,61
44,1,1316,241
15,1,1317,499
7,1,1318,325
11,0,1319,48
32,0,1320,222
24,1,1321,242
41,0,1322,71
44,1,1323,275
1,1,1324,510
46,0,1325,127
10,0,1326,57
39,1,1327,143
15,1,1328,240
36,1,1329,501
43,1,1330,229
30,1,1331,229
20,0,1332,247
48,1,1333,422
34,1,1334,33
8,0,1335,352
22,1,1336,264
6,0,1337,408
15,0,1338,417
46,0,1339,331
15,0,1340,316
6,1,1341,272
27,0,1342,146
33,1,1343,123
7,1,1344,369
9,0,1345,319
3,1,1346,348
16,1,1347,320
24,1,1348,158
24,1,1349,20
6,1,1350,197
46,1,1351,309
41,1,1352,199
9,0,1353,457
0,0,1354,140
35,0,1355,48
36,1,1356,179
2,0,1358,11
46,1,1359,486
8,1,1360,422
31,0,1361,13
10,1,1362,465
23,0,1363,397
12,0,1364,223
32,0,1365,145
23,0,1366,356
23,0,1367,172
0,0,1368,389
5,1,1369,360
21,1,1370,94
36,0,1371,222
27,1,1372,156
11,1,1373,526
37,1,1374,165
47,1,1375,421
2,0,1376,116
41,1,1377,411
23,1,1379,431
47,1,1380,430
17,1,1381,276
46,0,1382,317
43,0,1383,442
46,0,1384,491
44,0,1385,318
21,0,1386,499
24,0,1387,78
35,1,1388,72
33,0,1389,159
32,0,1390,482
7,0,1391,322
0,0,1392,324
27,1,1393,256
29,0,1394,406
14,1,1395,516
23,1,1396,418
9,0,1397,61
27,0,1398,491
46,1,1399,202
3,0,1400,386
28,0,1401,400
28,1,1402,495
12,0,1403,159
28,1,1404,280
43,0,1405,162
31,0,1406,216
21,0,1407,184
40,0,1408,168
36,0,1409,28
47,0,1410,225
31,0,1411,441
37,0,1412,341
0,0,1413,400
16,1,1414,396
32,0,1416,20
21,1,1417,66
12,0,1418,498
14,1,1419,25
25,0,1420,233
44,0,1421,175
11,1,1422,122
33,0,1423,91
37,0,1424,116
7,0,1425,482
33,0,1426,372
35,0,1427,366
13,1,1428,348
35,1,1429,253
42,0,1430,435
27,1,1431,125
46,1,1432,291
39,1,1433,365
22,0,1434,331
17,0,1435,335
13,1,1436,357
0,0,1437,3
28,1,1438,232
39,1,1439,366
37,0,1440,291
2,1,1441,425
34,1,1442,504
44,1,1443,449
18,1,1444,88
13,1,1445,341
0,0,1446,388
36,1,1447,60
11,0,1448,482
40,0,1449,275
19,0,1450,225
36,0,1451,97
10,1,1452,376
25,0,1453,407
0,1,1454,156
14,1,1455,468
33,1,1456,14
6,1,1457,112
8,0,1458,378
9,1,1459,385
6,0,1460,380
38,1,1461,524
40,1,1462,25
23,0,1463,439
17,1,1464,115
36,0,1465,404
19,1,1466,280
1,1,1467,326
48,1,1468,330
31,0,1469,352
27,1,1470,156
25,1,1471,65
36,1,1472,475
37,1,1474,29
33,1,1475,237
7,1,1476,157
37,0,1477,56
21,1,1478,166
30,1,1479,24
38,0,1480,327
6,1,1481,360
22,0,1482,390
11,1,1483,107
18,0,1484,489
13,0,1485,80
42,1,1486,191
44,1,1487,145
21,1,1488,56
38,1,1489,323
4,0,1491,44
10,1,1492,196
46,0,1493,79
11,0,1494,47
41,1,1495,313
1,1,1496,209
47,1,1497,492
36,0,1498,279
29,1,1499,526
34,0,1500,29
26,1,1501,153
42,0,1502,207
21,1,1503,101
9,1,1504,323
26,1,1505,6
35,1,1506,263
32,0,1507,424
38,0,1508,155
16,0,1509,210
21,1,1511,317
5,1,1512,374
7,0,1513,181
32,1,1514,349
12,1,1515,105
21,0,1516,361
14,0,1517,384
13,1,1518,395
23,0,1519,81
32,0,1520,1
28,0,1521,408
26,1,1522,332
26,0,1523,220
42,1,1524,391
4,1,1525,514
18,0,1526,305
6,1,1527,358
16,0,1528,375
28,1,1529,429
12,0,1530,369
1,1,1531,512
17,0,1532,98
40,1,1533,84
18,0,1534,318
42,1,1535,392
42,0,1536,513
32,0,1537,369
25,0,1538,116
19,0,1539,318
38,0,1540,111
43,0,1541,338
25,1,1542,211
20,1,1543,199
34,0,1544,298
48,1,1546,408
3,0,1547,314
35,1,1548,4
6,1,1549,495
10,1,1550,176
41,0,1551,63
30,0,1552,162
34,0,1553,425
19,1,1554,363
17,0,1555,254
3,1,1556,206
43,1,1557,57
25,0,1558,169
40,0,1559,82
32,0,1561,50
14,1,1562,77
1,1,1563,123
19,1,1564,324
3,1,1565,438
38,1,1566,101
15,0,1567,38
20,0,1568,331
22,1,1569,166
12,0,1570,102
38,0,1571,310
41,0,1572,185
23,1,1573,399
16,1,1575,148
24,0,1576,472
45,0,1577,445
7,1,1578,522
1,1,1579,415
45,1,1580,384
5,0,1581,431
7,0,1582,309
42,1,1583,315
13,0,1584,380
4,1,1585,7
0,0,1586,248
8,1,1587,23
48,1,1588,82
44,1,1589,141
21,0,1590,205
1,1,1591,355
26,0,1592,509
27,1,1593,231
28,1,1594,244
33,1,1595,2
35,0,1596,455
9,1,1597,451
12,1,1598,391
28,0,1599,123
13,1,1600,359
24,0,1602,437
15,1,1603,282
1,0,1604,190
24,0,1605,424
23,0,1606,373
42,1,1607,492
17,1,1608,62
48,1,1609,493
32,0,1610,494
17,1,1611,194
7,1,1612,369
13,1,1613,355
6,1,1614,302
36,1,1615,479
33,0,1616,488
7,1,1617,7
3,0,1618,410
34,0,1619,244
14,0,1620,119
41,0,1621,511
8,0,1622,375
1,1,1623,130
31,1,1624,122
10,1,1625,259
38,1,1626,320
22,0,1627,402
9,1,1628,10
33,0,1629,392
26,0,1630,433
7,0,1631,416
20,0,1632,188
6,1,1633,455
25,0,1634,1
44,0,1635,493
39,1,1636,304
35,0,1637,504
29,1,1638,385
8,0,1639,126
10,1,1640,39
34,1,1641,39
0,1,1642,337
48,0,1643,316
16,0,1644,107
16,1,1645,427
24,0,1646,433
40,1,1647,439
34,0,1648,258
41,1,1649,282
27,0,1650,462
25,1,1651,173
25,1,1652,91
15,0,1653,287
24,1,1654,162
1,1,1655,265
20,1,1656,53
17,0,1657,456
17,1,1658,412
32,0,1659,474
23,0,1660,137
27,1,1661,493
10,1,1662,325
26,0,1663,454
20,0,1664,109
18,0,1665,199
35,0,1666,235
16,1,1667,159
47,1,1668,159
45,0,1669,509
46,0,1670,103
9,1,1671,217
0,1,1672,385
41,0,1673,141
7,1,1674,336
20,1,1675,279
20,1,1676,490
6,0,1677,443
32,0,1678,472
25,1,1679,441
37,1,1680,267
48,0,1681,136
26,1,1682,170
11,1,1683,238
44,1,1684,55
33,1,1685,442
13,1,1686,441
8,0,1687,364
10,0,1688,67
1,0,1689,78
39,0,1690,435
23,0,1691,42
44,0,1692,378
16,1,1693,351
14,1,1694,70
45,0,1695,41
40,1,1696,507
1,1,1697,503
24,0,1698,399
3,1,1699,337
3,0,1700,34
37,1,1701,471
38,0,1702,337
20,1,1703,364
8,0,1704,498
25,0,1705,396
16,1,1707,205
48,0,1708,139
29,0,1709,204
33,0,1710,409
17,1,1711,78
28,1,1712,430
26,1,1713,337
31,0,1714,369
25,0,1715,97
7,0,1716,182
44,0,1717,504
45,1,1718,261
48,0,1719,413
6,1,1720,512
6,0,1721,371
29,0,1722,182
1,1,1723,172
19,1,1724,65
16,1,1725,253
17,1,1726,7
19,0,1728,125
23,0,1729,53
13,0,1730,339
10,1,1731,450
32,0,1732,276
36,0,1733,391
44,1,1734,396
31,1,1735,295
7,0,1736,170
38,1,1737,215
27,0,1738,406
20,1,1739,293
37,1,1740,397
43,1,1741,282
31,0,1742,84
10,0,1743,24
22,1,1744,128
7,0,1745,121
43,0,1746,326
12,0,1747,193
6,0,1748,274
20,1,1749,72
8,0,1750,461
13,0,1752,252
20,1,1753,31
0,0,1754,392
18,1,1755,52
13,1,1756,464
5,1,1757,203
35,1,1758,287
37,0,1759,87
28,0,1760,250
26,0,1761,361
21,0,1763,164
23,1,1764,41
15,1,1765,168
27,1,1766,461
16,0,1767,520
16,1,1768,79
23,0,1769,224
36,1,1770,135
5,1,1771,470
41,0,1772,259
1,0,1773,304
41,0,1774,152
30,0,1775,166
5,0,1776,230
8,1,1777,510
14,0,1778,218
0,0,1779,204
23,0,1780,382
3,0,1781,192
34,1,1782,239
10,1,1783,368
45,1,1784,419
22,1,1785,261
33,0,1786,151
21,1,1787,308
18,0,1788,345
13,0,1789,58
7,1,1790,303
39,0,1791,157
35,1,1792,354
15,0,1793,294
12,0,1794,430
34,0,1795,244
41,0,1796,488
11,1,1797,4
2,0,1798,478
11,0,1799,397
26,0,1800,394
34,0,1801,476
37,1,1802,24
20,0,1803,462
40,0,1804,245
45,0,1805,91
21,1,1806,27
28,0,1807,35
35,1,1808,447
26,1,1809,272
13,0,1810,93
38,0,1811,410
37,0,1812,346
11,1,1813,420
1,0,1814,487
46,0,1815,209
14,1,1816,90
27,0,1817,429
46,0,1818,348
17,0,1819,96
18,1,1820,95
21,0,1821,79
12,1,1822,351
13,0,1823,168
41,1,1824,512
36,1,1825,406
6,0,1826,53
38,0,1827,66
20,0,1828,176
44,1,1829,292
29,1,1830,410
6,1,1831,446
22,0,1832,138
21,0,1833,343
36,1,1834,338
39,0,1835,309
31,0,1836,255
24,0,1837,413
16,1,1838,357
28,0,1839,479
2,1,1840,333
42,1,1841,340
27,1,1842,294
42,1,1843,356
26,1,1845,218
5,1,1846,282
6,1,1847,65
22,1,1848,248
16,0,1849,224
6,0,1850,100
43,1,1851,490
4,0,1852,34
26,1,1853,83
42,0,1854,154
25,0,1855,319
16,1,1856,318
34,1,1858,348
41,0,1859,329
29,1,1860,210
18,1,1861,225
45,0,1862,440
28,0,1863,223
25,1,1864,135
2,0,1865,272
38,1,1866,305
10,1,1867,381
44,1,1868,331
10,0,1869,144
26,0,1870,309
29,0,1871,407
9,1,1872,336
4,1,1873,361
22,0,1874,235
7,1,1875,263
46,0,1876,26
35,0,1877,303
31,1,1878,88
13,0,1879,453
36,1,1880,212
15,0,1881,342
6,0,1882,306
4,1,1883,125
17,1,1884,304
23,1,1885,350
11,0,1886,248
32,1,1887,509
22,1,1888,395
0,0,1889,447
41,1,1890,307
0,1,1891,350
10,0,1892,169
2,1,1893,316
30,1,1894,434
18,1,1895,501
44,1,1896,268
7,1,1897,71
9,0,1898,183
7,1,1899,87
28,1,1900,9
13,1,1901,53
8,0,1902,503
28,1,1903,180
48,1,1904,220
26,0,1905,173
43,0,1906,417
10,1,1908,10
30,1,1909,473
0,0,1910,191
38,1,1911,310
5,1,1912,218
2,1,1913,479
4,1,1914,299
46,1,1915,69
8,1,1916,257
43,1,1917,91
43,0,1918,437
40,1,1919,144
6,1,1920,419
41,0,1921,15
6,1,1922,500
3,1,1923,520
29,0,1924,40
35,1,1925,23
40,1,1926,346
43,0,1927,281
4,1,1928,222
32,1,1929,90
21,0,1930,142
32,0,1931,63
34,0,1932,218
11,0,1933,83
44,0,1934,168
43,0,1935,248
41,1,1936,292
4,0,1937,187
2,0,1938,311
21,0,1939,296
46,1,1940,256
14,1,1941,240
42,1,1942,453
27,1,1943,268
27,1,1944,287
17,0,1945,200
42,0,1946,210
6,0,1947,154
27,1,1948,279
3,0,1949,446
39,1,1950,407
0,1,1951,424
45,0,1952,499
7,1,1953,40
35,1,1954,383
22,0,1955,402
46,0,1956,286
42,1,1957,222
39,1,1958,341
31,1,1959,271
10,1,1960,196
15,1,1961,346
20,1,1962,48
36,1,1963,285
27,0,1964,294
10,0,1965,202
11,1,1966,461
31,1,1967,29
15,0,1969,56
11,1,1970,137
33,1,1971,196
6,1,1972,346
13,1,1973,168
42,0,1974,344
20,0,1975,214
2,0,1976,153
34,0,1977,127
25,1,1978,387
20,1,1979,286
20,1,1980,279
33,0,1981,37
16,0,1982,345
26,0,1984,18
43,0,1985,139
44,1,1986,136
47,0,1987,321
41,0,1988,488
45,0,1989,85
43,1,1990,375
17,1,1991,130
6,0,1992,456
28,1,1993,38
38,0,1994,131
2,0,1995,346
28,1,1996,210
38,0,1997,311
25,1,1998,96
28,1,1999,366
2,1,2000,469
46,0,2001,156
39,0,2002,442
42,1,2003,384
15,0,2004,433
26,1,2005,239
27,0,2006,260
39,1,2007,521
32,0,2008,514
5,1,2009,323
40,0,2010,64
46,0,2011,307
44,1,2012,256
23,0,2013,193
20,1,2014,521
46,0,2015,16
28,1,2016,474
4,0,2017,418
16,1,2018,49
26,1,2019,179
28,0,2020,367
43,1,2021,56
24,0,2022,165
24,1,2023,77
44,0,2024,485
6,0,2025,213
22,1,2026,139
17,0,2027,26
30,0,2028,146
20,0,2029,143
45,1,2030,4
36,0,2031,71
30,1,2032,180
37,1,2033,37
26,0,2034,494
37,1,2035,438
43,1,2036,86
13,1,2037,72
39,1,2038,18
14,1,2039,348
30,1,2040,270
23,0,2041,480
26,1,2042,395
11,0,2043,126
19,1,2044,517
2,0,2045,435
28,1,2046,143
3,1,2047,222
25,1,2048,66
18,1,2049,196
11,0,2050,464
30,1,2051,56
30,0,2052,223
6,1,2053,519
6,1,2054,72
16,1,2055,99
48,1,2056,422
23,1,2057,495
45,0,2058,403
5,1,2059,120
26,1,2060,317
19,1,2061,473
25,0,2062,440
31,1,2063,163
6,1,2064,187
6,1,2065,41
27,1,2066,187
8,1,2067,338
18,1,2068,46
30,1,2069,72
0,0,2070,290
26,1,2071,512
3,0,2072,407
15,1,2073,497
48,1,2074,481
39,0,2075,395
28,0,2076,260
14,0,2077,108
4,0,2078,99
26,0,2079,385
12,0,2080,505
40,0,2081,504
30,1,2082,264
11,1,2083,163
38,1,2084,120
44,0,2085,386
34,0,2086,51
18,0,2087,94
31,0,2088,268
0,0,2089,277
41,0,2090,93
11,0,2091,20
6,0,2092,47
34,1,2093,88
22,0,2094,410
40,0,2095,501
9,0,2096,295
15,1,2097,63
30,1,2098,342
24,0,2099,475
10,0,2100,101
20,1,2101,424
26,1,2102,205
8,0,2103,436
5,1,2104,260
43,1,2105,399
39,0,2106,155
38,1,2107,469
13,1,2108,29
32,0,2109,473
26,1,2110,61
43,0,2111,437
3,1,2112,287
12,0,2113,296
32,1,2114,446
14,0,2115,281
31,0,2116,522
11,0,2117,274
41,1,2118,42
27,0,2119,226
30,0,2120,330
1,0,2122,416
7,1,2123,347
20,0,2124,398
36,0,2125,509
36,1,2126,331
12,0,2127,376
9,0,2128,512
30,0,2129,494
36,0,2130,299
8,1,2131,385
31,1,2132,298
37,1,2133,314
43,1,2134,415
25,0,2135,362
21,0,2136,297
33,0,2137,394
14,1,2138,172
35,1,2139,96
26,1,2140,403
38,1,2141,388
29,0,2142,231
19,1,2143,492
28,0,2144,64
18,0,2145,270
34,1,2146,452
4,1,2147,54
30,0,2148,196
37,1,2149,99
35,1,2150,453
35,0,2151,88
16,0,2152,346
26,0,2153,321
35,0,2154,223
46,0,2155,467
14,1,2156,8
27,1,2157,168
20,1,2158,313
9,0,2159,333
1,1,2160,86
28,0,2161,30
4,1,2163,312
45,1,2164,273
7,1,2165,43
40,0,2166,288
16,1,2167,73
32,0,2168,314
25,0,2169,9
37,0,2170,102
0,1,2171,435
3,1,2172,458
41,0,2173,479
21,0,2174,87
44,0,2175,459
16,1,2176,490
5,1,2177,37
8,0,2178,521
36,1,2179,509
0,0,2180,85
40,0,2181,353
35,0,2182,290
23,1,2183,352
21,0,2184,41
38,0,2185,267
4,1,2186,316
12,0,2187,243
37,0,2188,404
14,1,2189,494
34,1,2190,296
32,0,2191,430
23,0,2192,293
28,0,2193,389
32,1,2194,60
6,1,2195,473
11,0,2196,260
14,0,2197,375
43,0,2198,286
39,0,2199,58
40,0,2200,34
8,0,2201,5
46,0,2202,328
4,0,2203,437
28,0,2204,124
22,0,2205,269
29,1,2206,299
42,1,2207,423
47,0,2208,57
16,0,2209,124
17,0,2210,330
9,1,2211,460
1,0,2212,349
26,0,2213,180
27,0,2214,231
43,0,2215,383
34,0,2216,319
45,0,2217,38
30,1,2218,361
9,1,2219,78
0,0,2220,397
47,1,2221,268
13,0,2222,489
20,0,2223,322
0,1,2224,403
43,1,2225,422
34,0,2226,26
27,0,2227,348
44,1,2228,145
16,0,2229,446
6,1,2230,286
20,0,2231,17
20,1,2232,253
45,0,2233,99
32,1,2234,77
48,1,2235,45
15,0,2236,373
16,1,2237,12
18,0,2238,508
10,0,2239,100
35,0,2240,29
30,1,2241,233
41,0,2242,436
48,1,2243,323
21,0,2244,297
14,0,2245,267
3,1,2246,203
29,1,2247,344
46,0,2248,41
30,0,2249,226
28,0,2250,28
4,1,2251,350
2,1,2252,473
13,0,2253,391
22,0,2254,65
42,0,2255,337
20,0,2256,114
15,1,2257,339
3,0,2258,56
33,0,2259,274
39,0,2260,433
39,1,2261,419
1,0,2262,463
47,0,2263,253
18,0,2264,366
25,0,2265,294
31,1,2266,74
6,1,2267,399
7,1,2268,365
1,1,2269,429
26,1,2270,396
30,0,2271,234
21,1,2272,38
43,1,2273,150
16,1,2274,141
40,1,2275,113
39,0,2276,169
25,0,2277,326
37,1,2278,39
37,1,2279,436
26,1,2280,325
26,1,2281,168
36,1,2282,91
23,0,2283,494
11,0,2284,295
21,0,2285,499
22,1,2286,274
41,1,2288,499
0,0,2289,488
15,1,2290,87
43,1,2291,445
9,0,2292,418
46,0,2293,363
46,0,2294,357
39,0,2295,197
41,0,2296,338
47,1,2297,47
39,1,2298,340
26,0,2299,321
0,1,2300,92
42,1,2301,312
41,1,2302,244
3,1,2303,498
11,1,2304,129
34,1,2305,380
1,0,2306,506
38,0,2307,414
47,0,2308,369
12,1,2309,42
7,1,2310,474
13,1,2311,446
48,1,2312,526
18,0,2313,198
20,1,2314,144
11,0,2315,294
40,1,2316,143
11,0,2317,71
18,0,2318,482
15,1,2319,140
5,1,2320,435
39,0,2321,262
44,0,2322,60
7,1,2323,15
31,1,2324,158
48,1,2325,199
11,0,2326,179
6,1,2327,365
38,1,2328,245
44,0,2329,46
10,1,2330,12
21,1,2331,175
3,0,2332,38
3,0,2333,207
12,1,2334,94
35,1,2335,454
13,0,2336,34
3,1,2337,67
46,0,2338,176
36,0,2339,47
1,0,2340,401
32,0,2341,127
15,1,2342,179
44,1,2343,99
28,0,2344,519
44,0,2345,394
2,1,2346,392
43,1,2347,404
5,0,2348,57
17,1,2349,226
40,1,2350,157
26,0,2351,318
34,1,2352,440
43,0,2353,189
48,0,2354,458
13,0,2355,215
40,0,2356,281
38,1,2357,121
31,1,2358,196
10,1,2359,361
31,1,2360,354
17,0,2361,29
45,0,2362,299
35,0,2363,240
19,0,2364,413
9,1,2366,81
2,0,2367,349
42,1,2368,341
34,1,2369,436
18,0,2370,279
40,0,2371,67
34,1,2372,91
2,1,2373,323
48,1,2374,115
0,1,2375,157
34,0,2376,307
16,1,2378,163
18,0,2379,184
44,0,2380,356
39,0,2381,288
1,1,2382,489
23,1,2383,250
2,0,2384,151
2,1,2385,182
47,0,2386,240
40,1,2387,179
14,0,2388,43
40,1,2389,63
13,0,2390,399
19,1,2391,79
41,0,2392,247
12,1,2393,519
0,1,2395,435
9,1,2396,212
25,0,2397,448
20,1,2398,510
47,1,2399,416
25,1,2400,160
38,1,2401,35
1,1,2402,363
30,1,2403,492
18,0,2404,145
6,1,2405,95
18,0,2406,183
35,0,2407,436
1,1,2408,500
5,0,2409,344
32,0,2410,427
41,1,2411,404
48,1,2412,258
22,0,2414,275
11,0,2415,75
32,1,2416,167
48,1,2417,341
35,0,2418,190
12,1,2419,148
38,0,2420,80
19,1,2421,416
42,0,2422,170
42,0,2423,148
38,1,2424,365
39,0,2425,373
35,1,2426,137
47,0,2427,149
34,0,2428,102
33,1,2429,465
30,0,2430,381
19,0,2431,316
2,1,2432,328
10,1,2433,263
0,0,2434,273
30,1,2435,97
30,0,2436,192
16,1,2437,57
35,0,2438,331
36,0,2439,476
41,1,2440,4
8,1,2441,143
3,0,2442,117
40,1,2443,377
30,1,2444,113
26,1,2445,316
14,1,2446,13
35,0,2447,496
12,1,2448,128
26,1,2449,349
18,1,2450,311
34,1,2451,300
22,1,2452,82
18,1,2453,212
24,1,2454,210
21,0,2455,23
25,0,2456,54
48,1,2457,293
37,1,2458,287
1,0,2459,6
7,0,2460,119
29,0,2461,312
17,0,2462,277
31,1,2463,197
34,1,2464,246
5,1,2465,330
7,0,2466,277
12,1,2467,402
43,0,2468,66
40,0,2469,329
48,0,2470,327
1,1,2471,26
32,0,2472,269
43,0,2473,115
17,0,2474,218
34,0,2475,66
43,1,2476,294
47,1,2477,411
10,0,2478,34
28,1,2479,302
18,0,2480,322
46,1,2481,66
26,1,2482,360
34,0,2483,139
16,1,2484,166
32,0,2486,244
14,1,2487,467
47,0,2488,81
24,1,2489,248
46,1,2490,419
5,0,2491,444
25,1,2492,121
43,1,2493,244
14,1,2494,183
40,1,2495,177
10,0,2496,517
4,0,2497,159
5,1,2498,354
33,0,2499,359
39,1,2500,399
0,0,2501,78
8,1,2502,70
39,0,2503,392
42,1,2504,194
37,1,2505,59
8,1,2506,348
32,0,2507,236
44,1,2508,121
25,0,2509,377
15,1,2510,242
7,1,2511,469
16,1,2512,175
45,0,2513,348
2,1,2514,180
3,0,2515,38
46,0,2516,414
32,0,2517,179
45,1,2518,475
0,1,2519,461
24,0,2520,424
15,0,2521,360
12,1,2522,422
11,1,2523,61
26,0,2524,393
25,1,2525,224
22,1,2526,353
47,0,2527,300
17,1,2528,282
10,1,2529,524
1,0,2530,165
6,1,2531,89
13,0,2532,137
24,0,2533,405
42,0,2534,331
9,0,2535,46
33,1,2536,328
20,1,2537,383
18,1,2538,499
18,1,2539,59
9,1,2540,262
40,0,2541,101
17,1,2542,497
24,0,2543,332
42,1,2544,75
11,0,2546,277
2,0,2547,338
37,1,2548,294
4,0,2549,428
40,0,2550,383
44,0,2551,157
7,0,2552,253
10,0,2553,330
34,1,2554,70
20,1,2555,87
21,0,2556,222
5,0,2558,432
19,0,2559,295
44,0,2560,320
7,0,2561,441
28,1,2562,454
48,1,2564,505
47,0,2565,213
27,1,2566,261
46,0,2567,389
38,1,2569,38
30,0,2570,489
27,1,2571,53
13,1,2572,437
29,0,2573,476
10,1,2574,358
0,1,2575,525
27,0,2576,291
31,0,2577,491
23,0,2578,221
39,1,2579,212
31,0,2580,380
43,0,2581,432
3,0,2582,441
48,0,2583,165
27,1,2584,386
26,0,2585,368
30,1,2586,394
5,1,2587,240
20,0,2588,200
28,0,2589,80
2,0,2590,332
38,0,2591,193
46,1,2592,313
11,1,2593,393
19,1,2594,385
12,0,2595,80
42,0,2596,352
35,1,2597,108
2,1,2599,346
16,1,2600,198
14,1,2601,14
21,0,2602,106
17,0,2603,228
14,1,2604,482
22,0,2605,120
4,1,2606,359
14,1,2607,305
9,0,2608,290
22,0,2609,427
27,0,2610,242
6,1,2611,493
24,1,2612,514
9,0,2613,101
40,0,2614,187
31,1,2615,458
46,1,2616,372
1,0,2617,291
32,1,2618,297
41,1,2619,48
1,0,2620,281
47,0,2621,77
21,0,2622,90
13,0,2623,90
44,1,2624,20
5,1,2625,149
41,0,2626,156
41,1,2627,58
15,0,2628,477
27,1,2629,363
48,0,2630,2
21,1,2631,499
10,0,2632,54
20,1,2633,22
5,0,2634,174
37,0,2635,298
47,1,2636,57
38,1,2637,168
2,1,2638,310
39,1,2639,241
8,0,2640,44
37,0,2641,122
46,0,2642,115
25,1,2643,441
36,0,2645,52
18,0,2646,139
20,0,2647,399
46,1,2648,511
38,1,2649,323
0,0,2650,115
42,0,2651,508
34,1,2652,144
0,1,2653,458
6,0,2654,46
47,1,2655,346
35,1,2656,256
16,1,2657,39
5,0,2658,155
11,0,2659,206
23,0,2660,84
37,1,2661,217
35,1,2662,241
21,1,2663,464
38,0,2665,494
21,1,2666,157
47,1,2667,409
2,1,2668,89
15,0,2669,322
42,1,2670,235
30,1,2671,10
26,1,2672,391
9,1,2673,11
46,1,2674,281
44,0,2675,5
19,0,2676,81
35,1,2677,327
12,1,2678,28
32,1,2679,459
13,0,2680,217
17,1,2681,4
18,1,2682,433
28,0,2683,419
28,0,2684,312
3,0,2685,522
30,0,2686,324
10,0,2687,380
11,1,2688,74
34,1,2689,374
46,1,2690,462
47,1,2691,462
1,0,2692,63
31,0,2693,217
19,1,2694,427
13,0,2695,262
45,0,2696,340
3,1,2697,298
31,0,2698,158
21,1,2699,493
48,0,2700,1
18,0,2701,214
47,0,2702,310
2,0,2703,321
45,1,2704,138
17,1,2705,176
20,0,2706,275
22,1,2707,325
14,1,2708,358
35,0,2709,34
19,0,2710,249
21,1,2711,392
10,0,2712,445
23,0,2713,399
19,0,2714,486
3,1,2715,367
1,0,2716,300
45,1,2717,415
30,0,2718,97
11,1,2719,184
44,1,2720,468
13,1,2721,258
6,1,2722,441
11,1,2723,191
25,1,2724,270
3,1,2725,344
0,0,2726,289
12,0,2727,499
24,1,2728,330
29,1,2729,211
36,1,2730,512
48,0,2731,259
29,0,2732,96
10,1,2733,209
20,0,2734,286
38,1,2735,369
13,1,2736,32
17,1,2737,39
14,1,2738,471
29,0,2739,387
3,1,2740,436
26,1,2741,433
44,1,2742,162
4,1,2743,335
17,0,2744,490
47,1,2745,342
41,0,2746,226
45,0,2748,390
17,1,2749,18
46,0,2750,512
22,0,2751,343
14,0,2752,103
13,0,2753,128
28,1,2754,433
11,0,2755,374
33,0,2756,403
28,1,2758,71
34,0,2759,315
47,0,2760,261
5,1,2761,274
17,1,2762,502
44,1,2763,126
3,1,2764,496
25,0,2765,63
21,0,2766,147
